title,url,author,documentType,sourceName,visualizationType,technology,thumbnail,date
Force-Directed Parallel Coordinates,http://bl.ocks.org/syntagmatic/2556042,Kai Chang,code viewer,bl.ocks,network; parallel coordinates,,http://christopheviau.com/d3_thumbs/TinyGrab%20Screen%20Shot%203-6-13%201.26.45%20AM.png,
Force-Directed States,http://mbostock.github.com/d3/talk/20111018/force-states.html,Mike Bostock,,,map,,https://a248.e.akamai.net/camo.github.com/0446f2c4e783ea11d6bb866a5c75e032b49513e6/687474703a2f2f64336a732e6f72672f65782f666f7263652d7374617465732e706e67,
Force-Directed States of America,http://bl.ocks.org/1073373,Mike Bostock,code viewer,bl.ocks,map,,https://gist.github.com/mbostock/1073373/raw/thumbnail.png,10/11/2012
Force-Directed SVG Icons,http://bl.ocks.org/syntagmatic/4963194,Kai Chang,code viewer,bl.ocks,,,http://christopheviau.com/d3_thumbs/TinyGrab%20Screen%20Shot%203-13-13%209.28.26%20AM.png,
Force-Directed Symbols,http://bl.ocks.org/1062383,Mike Bostock,code viewer,bl.ocks,,,https://gist.github.com/mbostock/1062383/raw/thumbnail.png,12/20/2012
Force-Directed Tree,http://bl.ocks.org/1138500,Mike Bostock,code viewer,bl.ocks,,,https://gist.github.com/mbostock/1138500/raw/thumbnail.png,10/11/2012
ForceLayoutEditor,http://bl.ocks.org/4370043,,code viewer,bl.ocks,,,https://raw.github.com/gist/4362310/thumbnail.png,
Forecast of Mexican 2012 presidential election,http://www.diegovalle.net/electometer,Diego Valle-Jones,,,,,,
"Foreign aid, corruption and internet use",http://theoldbeggar.com/aid/,Nikhil Sonnad,standalone visualization,,bar chart,,,
Formula 1 Lap Chart,http://www.vislives.com/2012/05/d3js-transitions-zoom-zoom.html,,,,,,,
Four Ways to Slice Obama's 2013 Budget Proposal,http://www.nytimes.com/interactive/2012/02/13/us/politics/2013-budget-proposal-graphic.html,Shan Carter,news,nytimes,bubble chart,,https://a248.e.akamai.net/camo.github.com/18decf4a057357729ca35a7b1cb2fc31f887b23d/687474703a2f2f64336a732e6f72672f65782f6275646765742e706e67,
France - Data Explorer,http://openfrance.lightjs.org/,Lightjs,standalone visualization,,cartogram,,,
From Random Polygon to Ellipse,http://www.jasondavies.com/random-polygon-ellipse/,Jason Davies,,,math,,,
From tree to cluster and radial projection,http://javadude.wordpress.com/2012/06/13/d3-js-playing-with-selections-flat-vs-hierarchy/,Sven Hafner,tutorial,,stacked bar chart,,,
Fuzzy Counties,http://bl.ocks.org/4206810,Mike Bostock,code viewer,bl.ocks,map,,https://gist.github.com/mbostock/4206810/raw/thumbnail.png,12/4/2012
Fuzzy Link-Bot,http://www.atomodo.com/flb/?e=13839%2025793#,Andrew Collins,,,,,,
Gall–Peters,http://bl.ocks.org/3946824,Mike Bostock,code viewer,bl.ocks,,,https://gist.github.com/mbostock/3946824/raw/thumbnail.png,1/7/2013
Game of life,http://www.jeromecukier.net/projects/models/life.html,Jérôme Cukier,,,math,,,
GAMEPREZ Developer Kit,https://github.com/gameprez/gpdk,Daniel Korenblum,code library,,,,,
Gantt Chart plugin,http://dk8996.github.io/Gantt-Chart/,Dimitry Kudryavtsev,code library,github,gantt chart,,http://christopheviau.com/d3_thumbs/TinyGrab%20Screen%20Shot%204-10-13%204.12.48%20PM.png,
Gauge,http://tomerdoron.blogspot.com/2011/12/google-style-gauges-using-d3js.html,Tomer Doron,,,gauge,,http://christopheviau.com/d3_thumbs/TinyGrab%20Screen%20Shot%204-26-13%209.35.19%20AM.png,
Gaussian Primes,http://www.jasondavies.com/gaussian-primes/,Jason Davies,,,math,,,
General Update Pattern I,http://bl.ocks.org/3808218,Mike Bostock,Introductory tutorials,bl.ocks,,,https://gist.github.com/mbostock/3808218/raw/thumbnail.png,1/26/2013
General Update Pattern II,http://bl.ocks.org/3808221,Mike Bostock,Introductory tutorials,bl.ocks,,,https://gist.github.com/mbostock/3808221/raw/thumbnail.png,10/11/2012
General Update Pattern III,http://bl.ocks.org/3808234,Mike Bostock,Introductory tutorials,bl.ocks,,,https://gist.github.com/mbostock/3808234/raw/thumbnail.png,12/4/2012
Geodesic Grid,http://bl.ocks.org/3058685,Mike Bostock,code viewer,bl.ocks,,,https://gist.github.com/mbostock/3058685/raw/thumbnail.png,10/11/2012
Geodesic Rainbow,http://bl.ocks.org/3057239,Mike Bostock,code viewer,bl.ocks,,,https://gist.github.com/mbostock/3057239/raw/thumbnail.png,10/11/2012
Geographic Bounding Boxes,https://www.jasondavies.com/maps/bounds/,Jason Davies,code viewer,bl.ocks,map,,http://christopheviau.com/d3_thumbs/TinyGrab%20Screen%20Shot%205-9-13%209.16.32%20AM.png,
Geographic Clipping,http://www.jasondavies.com/maps/clip/,Jason Davies,,,map,,,
GeoJSON Transforms,http://bl.ocks.org/4260668,Mike Bostock,code viewer,bl.ocks,map,,,12/11/2012
Get dirty with data using d3.js,http://2011.12devsofxmas.co.uk/2012/01/data-visualisation/,Clinton Montague,Introductory tutorials,,,,,
getBBox,http://bl.ocks.org/1160929,Mike Bostock,code viewer,bl.ocks,,,https://gist.github.com/mbostock/1160929/raw/thumbnail.png,10/11/2012
Getting Started with D3,http://shop.oreilly.com/product/0636920025429.do,Mike Dewar,Publication,O'Reilly Media,,,,
ggplot2 + d3 = r2d3,https://github.com/hadley/r2d3,,source code,github code,,ggplot2,,
ggplot2-Style Axis,http://bl.ocks.org/4349486,Mike Bostock,code viewer,bl.ocks,axis,,https://gist.github.com/mbostock/4349486/raw/thumbnail.png,12/20/2012
Giraffe : A Graphite Dashboard with a long neck,http://kenhub.github.com/giraffe/#dashboard=Demo&timeFrame=1d,,code library,github page,,,,
Girko's Circular Law,http://www.jasondavies.com/girko-circle/,Jason Davies,,,math,,,
Gist API Latency,http://bl.ocks.org/mbostock/5503544,Mike Bostock,code viewer,bl.ocks,histogram,,http://christopheviau.com/d3_thumbs/TinyGrab%20Screen%20Shot%205-9-13%209.20.59%20AM.png,
Git-backed Node Blob Server,http://bl.ocks.org/3371488,Mike Bostock,code viewer,bl.ocks,,,,8/16/2012
Github Visualizer,http://artzub.com/ghv/#repo=GitHubCodeSwarm&climit=100&user=artzub,Artem Zubkov,standalone visualization,,bubble chart; timeline,github,http://christopheviau.com/d3_thumbs/TinyGrab%20Screen%20Shot%203-28-13%207.56.56%20AM.png,
gka’s blocks,http://bl.ocks.org/gka,Gregor Aisch,collection,bl.ocks,,,,
Glimpse.js: a new chart library on top of D3.js,http://racker.github.io/glimpse.js-website/,Rackspace,code library,github,line chart; area chart,,http://christopheviau.com/d3_thumbs/TinyGrab%20Screen%20Shot%205-27-13%2010.04.34%20PM.png,
Global Life Expectancy,http://projects.flowingdata.com/life-expectancy/,Nathan Yau,,,line chart,,,
Global Surface Temperature: 500 ... 2009,http://bl.ocks.org/1184766,Stephen Bannasch,code viewer,bl.ocks,line chart,,http://christopheviau.com/d3_thumbs/TinyGrab%20Screen%20Shot%202-6-13%2011.17.17%20PM.png,
Gnomonic,http://bl.ocks.org/3757349,Mike Bostock,code viewer,bl.ocks,map,,https://gist.github.com/mbostock/3757349/raw/thumbnail.png,12/23/2012
Gnomonic Butterfly,http://bl.ocks.org/4458680,Mike Bostock,code viewer,bl.ocks,map,,https://gist.github.com/mbostock/4458680/raw/thumbnail.png,1/5/2013
Goode Homolosine,http://bl.ocks.org/3734330,Mike Bostock,code viewer,bl.ocks,map,,https://gist.github.com/mbostock/3734330/raw/thumbnail.png,1/9/2013
Google Flu Trends,http://www.flashbit.com:3000/ror,Mary Beth Smrtic,blog post,,streamgraph; line chart,ruby; coffescript,http://christopheviau.com/d3_thumbs/TinyGrab%20Screen%20Shot%204-4-13%2012.41.21%20PM.png,
Google Maps + D3,http://bl.ocks.org/899711,Mike Bostock,code viewer,bl.ocks,map,,https://gist.github.com/mbostock/899711/raw/thumbnail.png,1/4/2013
GOV.UK's web traffic,https://www.gov.uk/performance/dashboard,,,,,,,
Gradient Along Stroke,http://bl.ocks.org/4163057,Mike Bostock,code viewer,bl.ocks,,,https://gist.github.com/mbostock/4163057/raw/thumbnail.png,11/28/2012
Gradient Encoding,http://bl.ocks.org/3969722,Mike Bostock,code viewer,bl.ocks,,,https://gist.github.com/mbostock/3969722/raw/thumbnail.png,10/28/2012
Graph diagram of gene ontology,http://blog.nextgenetics.net/?e=19,Damian Kao,blog post,,,cytoscape,,
Graph of my current interests and aspirations,http://scriptogr.am/ameliagreenhall/post/identity-mapping,Amelia Greenhall,blog post,,network,,http://christopheviau.com/d3_thumbs/TinyGrab%20Screen%20Shot%205-26-13%208.49.22%20AM.png,
Graph Rollup,http://bl.ocks.org/4343153,Mike Bostock,code viewer,bl.ocks,,,https://gist.github.com/mbostock/4343153/raw/thumbnail.png,12/20/2012
Graphicbaseball: 2012 Batters,http://charts.graphicbaseball.com/parallelbatting,Will Turman,standalone visualization,,parallel coordinates,,,
Graphicbaseball: 2012 Pitchers,http://charts.graphicbaseball.com/parallelpitching,Will Turman,standalone visualization,,parallel coordinates,,,
Gravity balls,http://www.joeondata.com/2013/03/06/playing-with-d3-js/,Joe Monti ,blog post,,,,http://christopheviau.com/d3_thumbs/TinyGrab%20Screen%20Shot%203-10-13%2011.54.52%20AM.png,
Grid layout,http://bl.ocks.org/herrstucki/5684816,Jeremy Stucki,code viewer,bl.ocks,,,http://christopheviau.com/d3_thumbs/TinyGrab%20Screen%20Shot%206-1-13%2010.27.30%20AM.png,
Gringorten Equal-Area,http://bl.ocks.org/4362031,Mike Bostock,code viewer,bl.ocks,map,,https://gist.github.com/mbostock/4362031/raw/thumbnail.png,12/23/2012
Grouped Bar Chart,http://bl.ocks.org/3887051,Mike Bostock,code viewer,bl.ocks,grouped bar chart,,https://gist.github.com/mbostock/3887051/raw/thumbnail.png,1/5/2013
Grouped Bar Chart,http://bl.ocks.org/882152,Mike Bostock,code viewer,bl.ocks,grouped bar chart,,https://gist.github.com/mbostock/882152/raw/thumbnail.png,1/5/2013
GSA-Leased Opportunity Dashboard,http://www.capitolmarkets.com/gsa-leased-investment-opportunity/,,,,,,,
Gun homicides in America 2010,http://www.jeromecukier.net/projects/crime/murders.html,Jérôme Cukier,,,,,,
Gun ownership versus gun violence,http://do.minik.us/shorts/guns/guns.html,,,,,,,
Guyou Projection,http://bl.ocks.org/3763867,Mike Bostock,code viewer,bl.ocks,map,,https://gist.github.com/mbostock/3763867/raw/thumbnail.png,12/23/2012
Hacker News statistics using PhantomJS,http://labs.im/hnstat/,,,,,,,
Hammer,http://bl.ocks.org/3712397,Mike Bostock,code viewer,bl.ocks,map,,https://gist.github.com/mbostock/3712397/raw/thumbnail.png,1/12/2013
Hammer Retroazimuthal,http://bl.ocks.org/4459130,Mike Bostock,code viewer,bl.ocks,map,,https://gist.github.com/mbostock/4459130/raw/thumbnail.png,1/5/2013
Hamming Quilt,http://www.jasondavies.com/hamming-quilt/,Jason Davies,,,math,,,
Haphazard collection of examples for a book,https://github.com/Swizec/d3.js-book-examples,Swizec Teller,source code,github,histogram; map,,,
Hata's tree-like set,http://jsfiddle.net/mrcactu5/eRamD/,MrCactu5,code viewer,jsfiddle,math,,http://christopheviau.com/d3_thumbs/TinyGrab%20Screen%20Shot%204-1-13%2010.53.28%20AM.png,
Hata's tree-like set (with slider),http://jsfiddle.net/mrcactu5/eRamD/,MrCactu5,code viewer,jsfiddle,math,angular,http://christopheviau.com/d3_thumbs/TinyGrab%20Screen%20Shot%204-1-13%2010.54.31%20AM.png,
HEALPix,http://bl.ocks.org/4463237,Mike Bostock,code viewer,bl.ocks,map,,https://gist.github.com/mbostock/4463237/raw/thumbnail.png,1/5/2013
Healthvis R package – one line D3 graphics with R,http://simplystatistics.org/2013/04/02/introducing-the-healthvis-r-package-one-line-d3-graphics-with-r/,Jeff Leek,code library,,,r,,
Heatmap,http://tributary.io/inlet/4743731,Anton Katunin,code viewer,tributary,heatmap,,http://christopheviau.com/d3_thumbs/TinyGrab%20Screen%20Shot%203-2-13%208.42.18%20AM.png,
Heatmap and 2D Histogram,http://bl.ocks.org/3202354,Mike Bostock,code viewer,bl.ocks,,,https://gist.github.com/mbostock/3202354/raw/thumbnail.png,10/11/2012
Heatmap of gene expression with hierarchical clustering,http://blog.nextgenetics.net/?e=44,Damian Kao,,,heatmap,,,
Heatmap with Canvas,http://bl.ocks.org/3074470,Mike Bostock,code viewer,bl.ocks,,,https://gist.github.com/mbostock/3074470/raw/thumbnail.png,12/8/2012
Heavily annotated scatterplot,http://tributary.io/inlet/4637557,Bruce Hubbard,code viewer,tributary,scatterplot,,,
Hedonometer: Daily Happiness Averages for Twitter,http://hedonometer.org/index.html,UVM’s Computational Story Lab; MITRE Team ,standalone visualization,,line chart,,http://christopheviau.com/d3_thumbs/TinyGrab%20Screen%20Shot%205-9-13%204.46.17%20PM.png,
Heightmap,http://bl.ocks.org/3289530,Mike Bostock,code viewer,bl.ocks,,,https://gist.github.com/mbostock/3289530/raw/thumbnail.png,12/23/2012
Hexagonal Binning,http://bl.ocks.org/4248145,Mike Bostock,code viewer,bl.ocks,hexbin,,https://gist.github.com/mbostock/4248145/raw/thumbnail.png,1/23/2013
Hexagonal Binning (Area),http://bl.ocks.org/4248146,Mike Bostock,code viewer,bl.ocks,hexbin,,https://gist.github.com/mbostock/4248146/raw/thumbnail.png,1/23/2013
Hexagonal cartogram of Asian economies and potential shifts in manufacturing,http://www.nytimes.com/interactive/2013/04/08/business/global/asia-map.html?_r=0,Mike Bostock,news,nytimes,cartogram; hexbin,,http://christopheviau.com/d3_thumbs/TinyGrab%20Screen%20Shot%204-8-13%204.33.46%20PM.png,
Hexagonal Grids,http://www.redblobgames.com/grids/hexagons/,Amit Patel,blog post,,hexgrid,,http://christopheviau.com/d3_thumbs/TinyGrab%20Screen%20Shot%205-10-13%2012.29.02%20PM.png,
Hexbin Edits on OpenStreetMap,http://osmlab.github.io/osm-fresh-hex/,Tom MacWright,standalone visualization,,map; hexbin,,http://osmlab.github.io/osm-fresh-hex/,
Hierarchical Bar Chart,http://bl.ocks.org/1283663,Mike Bostock,code viewer,bl.ocks,bar chart,,https://gist.github.com/mbostock/1283663/raw/thumbnail.png,10/11/2012
Hierarchical Bars,http://mbostock.github.com/d3/talk/20111116/bar-hierarchy.html,Mike Bostock,,,,,https://a248.e.akamai.net/camo.github.com/863148b8d2d7e8e4f33dfb62aadd5fcb0e05f5c9/687474703a2f2f64336a732e6f72672f65782f6261722d6869657261726368792e706e67,
Hierarchical Edge Bundling,http://bl.ocks.org/1044242,Mike Bostock,code viewer,bl.ocks,,,https://gist.github.com/mbostock/1044242/raw/thumbnail.png,12/19/2012
Hierarchical Edge Bundling,http://bl.ocks.org/4341134,Mike Bostock,code viewer,bl.ocks,treemap; edge bundling,,https://gist.github.com/mbostock/4341134/raw/thumbnail.png,12/19/2012
Hierarchical Edge Bundling,http://mbostock.github.com/d3/talk/20111116/bundle.html,Mike Bostock,,,,,https://a248.e.akamai.net/camo.github.com/75572c7b80dabb1a0984bd8ea9d3ee16c5200fe3/687474703a2f2f64336a732e6f72672f65782f62756e646c652e706e67,
Hilbert Curve,http://www.jasondavies.com/hilbert-curve/,Jason Davies,,,math,,,
Hilbert Stocks,"http://www.jasondavies.com/hilbert-stocks/#GOOG,ADBE",Jason Davies,,,math,,,
Hilbert Tiles,http://bl.ocks.org/597287,Mike Bostock,code viewer,bl.ocks,,,https://gist.github.com/mbostock/597287/raw/thumbnail.png,10/11/2012
Hill Eucyclic,http://bl.ocks.org/4479513,Mike Bostock,code viewer,bl.ocks,map,,https://gist.github.com/mbostock/4479513/raw/thumbnail.png,1/8/2013
Histogram (Redirect),http://bl.ocks.org/993912,Mike Bostock,code viewer,bl.ocks,,,,7/4/2012
Histogram Chart,http://bl.ocks.org/1933560,Mike Bostock,code viewer,bl.ocks,,,https://gist.github.com/mbostock/1933560/raw/thumbnail.png,10/11/2012
History of the WWE Title,http://www.tips-for-excel.com/2013/02/wwe-title-holders-data-visual-using-d3-js/,,blog post,,circular bar chart,,http://christopheviau.com/d3_thumbs/TinyGrab%20Screen%20Shot%203-7-13%2011.05.13%20AM.png,
Hive Plot,http://bost.ocks.org/mike/hive/,Mike Bostock,,,hive plot,,https://a248.e.akamai.net/camo.github.com/54aaf71401657a747cb6e7e68270d350a6bc15b1/687474703a2f2f64336a732e6f72672f65782f686976652e706e67,
Hive Plot (Areas),http://bl.ocks.org/2066421,Mike Bostock,code viewer,bl.ocks,,,https://gist.github.com/mbostock/2066421/raw/thumbnail.png,12/19/2012
Hive Plot (Links),http://bl.ocks.org/2066415,Mike Bostock,code viewer,bl.ocks,,,https://gist.github.com/mbostock/2066415/raw/thumbnail.png,12/19/2012
Hive Plot for Student Systems,http://bl.ocks.org/saraquigley/raw/2346962/,Sara Quigley,standalone visualization,bl.ocks,hive plot,,http://christopheviau.com/d3_thumbs/TinyGrab%20Screen%20Shot%203-1-13%202.52.54%20PM.png,
Hobo–Dyer,http://bl.ocks.org/4476487,Mike Bostock,code viewer,bl.ocks,map,,https://gist.github.com/mbostock/4476487/raw/thumbnail.png,1/7/2013
Home energy consumption,http://www.prcweb.co.uk/lab/energy,Peter Cook,,,,,,
Horizon Chart,http://bl.ocks.org/1483226,Mike Bostock,code viewer,bl.ocks,horizon chart,,https://gist.github.com/mbostock/1483226/raw/thumbnail.png,12/17/2012
Horse Exports/Imports in the EU,http://blog.ouseful.info/2013/02/18/reshaping-horse-importexport-data-to-fit-a-sankey-diagram/,Tony Hirst,,,sankey,,,
How does Quartz create visualizations so quickly on breaking news? ,http://www.niemanlab.org/2013/05/how-does-quartz-create-visualizations-so-quickly-on-breaking-news/,Joshua Benton,blog post,,,,http://christopheviau.com/d3_thumbs/TinyGrab%20Screen%20Shot%205-31-13%2012.02.40%20AM.png,
How educated are world leaders?,http://skyrill.com/leaders/,Ali Almossawi,,,,,,
How Obama Won Re-election,http://www.nytimes.com/interactive/2012/11/07/us/politics/obamas-diverse-base-of-support.html,,news,nytimes,,,,
How selectAll Works,http://bl.ocks.org/mbostock/5369146,Mike Bostock,code viewer,bl.ocks,tree,,http://christopheviau.com/d3_thumbs/TinyGrab%20Screen%20Shot%204-12-13%209.12.21%20AM.png,
How Selections Work,http://bost.ocks.org/mike/selection/,Mike Bostock,blog post,,,,http://christopheviau.com/d3_thumbs/TinyGrab%20Screen%20Shot%204-26-13%2010.49.45%20AM.png,
How the Chicago Public School District Compares,http://www.nytimes.com/interactive/2012/09/14/us/how-the-chicago-public-school-district-compares.html,,news,nytimes,,,,
How to design a dashboard using d3.js,http://www.tips-for-excel.com/2012/10/how-to-design-a-dashboard-using-d3-js/,,blog post,,bar chart; bubble chart,,http://christopheviau.com/d3_thumbs/TinyGrab%20Screen%20Shot%203-7-13%2011.07.44%20AM.png,
How to get a significant correlation value by moving just one point around,http://bl.ocks.org/4731053,Simon Barthelmé,code viewer,bl.ocks,scatterplot,,http://christopheviau.com/d3_thumbs/TinyGrab%20Screen%20Shot%202-13-13%2012.13.47%20AM.png,
How to Make an Interactive Network Visualization,http://flowingdata.com/2012/08/02/how-to-make-an-interactive-network-visualization/,Jim Vallandingham,Introductory tutorials,,,,,
How to Make an Interactive Network Visualization,http://flowingdata.com/2012/08/02/how-to-make-an-interactive-network-visualization/,,,,network,,,
How to Make Choropleth Maps in D3,http://blog.visual.ly/how-to-make-choropleth-maps-in-d3/,EJ Fox,Specific tutorials,,choropleth,,,
HTML Overlay with pageX / pageY,http://bl.ocks.org/1087001,Mike Bostock,code viewer,bl.ocks,,,https://gist.github.com/mbostock/1087001/raw/thumbnail.png,10/11/2012
